月份,日,商品名称,类别,单价,销量,销售额
2024-12,10,个护4号,个护,33.06,3,97.93
2024-12,10,饮料12号,饮料,55.1,5,266.98
2024-12,10,饮料5号,饮料,14.32,2,28.61
2024-12,10,日用品9号,日用品,16.49,4,65.4
2024-12,10,速食11号,速食,27.55,1,25.42
2024-12,10,调味品1号,调味品,20.54,5,110.97
2024-12,10,文具11号,文具,31.57,1,29.28
2024-12,10,零食5号,零食,41.0,5,193.58
2024-12,10,文具2号,文具,17.27,3,56.83
2024-12,10,个护6号,个护,34.11,1,33.69
2024-12,10,零食7号,零食,40.22,1,41.59
2024-12,10,零食13号,零食,30.71,2,61.17
2024-12,10,个护4号,个护,33.06,4,127.45
2024-12,10,文具5号,文具,23.87,2,51.69
2024-12,10,零食9号,零食,52.4,1,54.77
2024-12,10,日用品7号,日用品,10.83,5,54.51
2024-12,10,速食5号,速食,14.69,1,14.25
2024-12,10,调味品11号,调味品,58.26,5,315.79
2024-12,10,日用品11号,日用品,31.24,1,33.99
2024-12,10,零食13号,零食,30.71,4,114.18
2024-12,10,乳制品7号,乳制品,8.41,3,22.78
2024-12,11,速食2号,速食,16.52,1,16.57
2024-12,11,文具6号,文具,27.32,5,146.7
2024-12,11,文具5号,文具,23.87,5,116.11
2024-12,11,乳制品4号,乳制品,41.35,5,203.94
2024-12,11,个护10号,个护,27.95,4,106.43
2024-12,11,调味品10号,调味品,36.69,3,112.59
2024-12,11,调味品7号,调味品,57.03,4,238.89
2024-12,11,零食9号,零食,52.4,2,115.11
2024-12,11,饮料3号,饮料,18.07,3,51.62
2024-12,11,零食5号,零食,41.0,3,111.99
2024-12,11,饮料10号,饮料,38.96,4,162.53
2024-12,11,饮料7号,饮料,42.03,1,38.02
2024-12,11,调味品9号,调味品,33.95,5,180.24
2024-12,11,文具3号,文具,20.78,3,59.72
2024-12,11,零食1号,零食,45.66,4,186.88
2024-12,11,个护7号,个护,47.78,3,149.12
2024-12,11,速食5号,速食,14.69,1,14.1
2024-12,11,调味品1号,调味品,20.54,4,78.81
2024-12,11,零食3号,零食,5.65,1,5.47
2024-12,11,饮料1号,饮料,43.95,2,82.33
2024-12,11,乳制品7号,乳制品,8.41,3,24.03
2024-12,11,乳制品8号,乳制品,14.25,1,14.34
2024-12,11,文具2号,文具,17.27,2,35.66
2024-12,11,日用品8号,日用品,19.55,4,71.98
2024-12,11,日用品10号,日用品,38.95,3,122.37
2024-12,11,调味品7号,调味品,57.03,4,249.42
2024-12,11,文具11号,文具,31.57,3,88.09
2024-12,12,调味品6号,调味品,25.33,5,129.44
2024-12,12,文具6号,文具,27.32,5,139.58
2024-12,12,乳制品6号,乳制品,55.96,2,103.22
2024-12,12,文具9号,文具,31.66,4,127.01
2024-12,12,饮料9号,饮料,32.66,1,30.35
2024-12,12,零食4号,零食,27.36,5,134.13
2024-12,12,日用品10号,日用品,38.95,1,42.19
2024-12,12,乳制品2号,乳制品,4.08,3,12.02
2024-12,12,饮料8号,饮料,15.34,1,15.58
2024-12,12,个护11号,个护,59.31,4,247.08
2024-12,12,饮料2号,饮料,29.35,2,55.99
2024-12,12,文具5号,文具,23.87,3,77.98
2024-12,12,乳制品9号,乳制品,52.36,2,95.87
2024-12,12,个护8号,个护,20.58,3,59.11
2024-12,12,日用品4号,日用品,21.1,4,85.82
2024-12,12,调味品10号,调味品,36.69,1,34.55
2024-12,12,个护4号,个护,33.06,5,152.77
2024-12,12,个护1号,个护,51.19,5,266.55
2024-12,12,速食1号,速食,12.93,4,49.0
2024-12,12,文具5号,文具,23.87,5,128.9
2024-12,12,个护10号,个护,27.95,5,128.53
2024-12,12,速食13号,速食,7.67,3,23.04
2024-12,12,速食8号,速食,36.57,1,36.74
2024-12,12,文具12号,文具,25.87,5,126.24
2024-12,12,日用品10号,日用品,38.95,5,180.06
2024-12,12,饮料1号,饮料,43.95,3,128.39
2024-12,12,个护13号,个护,58.62,2,117.48
2024-12,12,速食2号,速食,16.52,4,65.8
2024-12,12,日用品9号,日用品,16.49,3,49.69
2024-12,12,日用品11号,日用品,31.24,3,96.34
2024-12,12,速食4号,速食,3.3,5,15.75
2024-12,12,乳制品9号,乳制品,52.36,5,276.91
2024-12,12,日用品13号,日用品,40.49,5,202.04
2024-12,12,零食2号,零食,58.96,3,178.03
2024-12,12,调味品8号,调味品,27.89,4,119.22
2024-12,12,个护5号,个护,6.78,5,35.93
2024-12,12,零食5号,零食,41.0,5,213.37
2024-12,12,文具4号,文具,8.17,3,22.28
2024-12,12,速食8号,速食,36.57,1,39.36
2024-12,12,个护8号,个护,20.58,4,82.14
2024-12,12,日用品11号,日用品,31.24,3,88.65
2024-12,12,文具9号,文具,31.66,5,158.5
2024-12,13,文具7号,文具,11.7,2,24.16
2024-12,13,饮料3号,饮料,18.07,2,33.18
2024-12,13,饮料5号,饮料,14.32,1,14.54
2024-12,13,饮料5号,饮料,14.32,4,61.45
2024-12,13,日用品7号,日用品,10.83,1,10.79
2024-12,13,饮料10号,饮料,38.96,5,192.42
2024-12,13,乳制品1号,乳制品,46.73,3,126.6
2024-12,13,零食11号,零食,54.32,5,298.73
2024-12,13,饮料11号,饮料,11.55,4,49.72
2024-12,13,调味品7号,调味品,57.03,3,185.41
2024-12,13,饮料11号,饮料,11.55,4,49.93
2024-12,13,零食6号,零食,39.89,5,182.69
2024-12,13,乳制品13号,乳制品,56.67,4,237.44
2024-12,13,零食9号,零食,52.4,1,53.13
2024-12,13,调味品7号,调味品,57.03,2,110.33
2024-12,13,个护2号,个护,15.48,1,16.01
2024-12,13,调味品5号,调味品,28.94,4,107.05
2024-12,13,速食7号,速食,58.91,5,310.49
2024-12,13,文具1号,文具,3.76,2,7.99
2024-12,13,饮料3号,饮料,18.07,3,56.56
2024-12,13,个护2号,个护,15.48,4,56.9
2024-12,13,速食9号,速食,19.8,1,20.55
2024-12,13,调味品5号,调味品,28.94,4,106.48
2024-12,13,饮料1号,饮料,43.95,2,94.01
2024-12,13,调味品8号,调味品,27.89,3,77.65
2024-12,13,乳制品7号,乳制品,8.41,1,7.91
2024-12,13,调味品13号,调味品,20.73,1,20.74
2024-12,13,调味品1号,调味品,20.54,3,62.53
2024-12,13,文具9号,文具,31.66,4,137.97
2024-12,13,零食2号,零食,58.96,4,257.81
2024-12,13,个护5号,个护,6.78,2,13.05
2024-12,13,零食6号,零食,39.89,2,80.78
2024-12,13,文具13号,文具,53.37,3,162.95
2024-12,13,个护10号,个护,27.95,3,76.82
2024-12,13,饮料13号,饮料,25.77,2,51.2
2024-12,13,乳制品9号,乳制品,52.36,1,53.41
2024-12,13,饮料3号,饮料,18.07,3,55.3
2024-12,13,饮料4号,饮料,9.61,2,17.94
2024-12,13,调味品11号,调味品,58.26,1,56.92
2024-12,13,个护7号,个护,47.78,1,49.26
2024-12,13,乳制品1号,乳制品,46.73,5,235.38
2024-12,13,个护3号,个护,53.72,4,197.98
2024-12,13,零食12号,零食,23.18,1,24.74
2024-12,13,日用品5号,日用品,40.97,3,118.01
2024-12,13,日用品10号,日用品,38.95,5,183.33
2024-12,13,文具11号,文具,31.57,1,32.29
2024-12,13,日用品6号,日用品,45.43,3,143.71
2024-12,13,速食11号,速食,27.55,5,125.39
2024-12,14,速食5号,速食,14.69,4,56.63
2024-12,14,日用品2号,日用品,53.81,5,285.54
2024-12,14,速食11号,速食,27.55,5,146.98
2024-12,14,饮料8号,饮料,15.34,2,29.11
2024-12,14,饮料3号,饮料,18.07,3,56.81
2024-12,14,乳制品10号,乳制品,8.89,4,38.7
2024-12,14,日用品8号,日用品,19.55,5,97.44
2024-12,14,乳制品9号,乳制品,52.36,1,50.17
2024-12,14,速食6号,速食,49.22,1,50.15
2024-12,14,速食3号,速食,19.7,5,97.59
2024-12,14,速食12号,速食,53.72,3,150.95
2024-12,14,日用品3号,日用品,20.72,4,91.09
2024-12,14,乳制品10号,乳制品,8.89,4,33.26
2024-12,14,零食8号,零食,44.44,2,82.71
2024-12,14,文具13号,文具,53.37,1,52.12
2024-12,14,速食6号,速食,49.22,3,150.15
2024-12,14,日用品7号,日用品,10.83,1,10.05
2024-12,14,乳制品13号,乳制品,56.67,3,186.43
2024-12,14,饮料5号,饮料,14.32,2,25.95
2024-12,14,文具10号,文具,46.56,5,247.57
2024-12,14,调味品13号,调味品,20.73,4,89.06
2024-12,14,饮料9号,饮料,32.66,5,156.34
2024-12,14,速食1号,速食,12.93,3,41.02
2024-12,14,文具10号,文具,46.56,3,137.09
2024-12,14,乳制品11号,乳制品,3.86,1,4.12
2024-12,14,文具12号,文具,25.87,5,135.12
2024-12,14,个护8号,个护,20.58,4,76.78
2024-12,14,零食8号,零食,44.44,4,184.47
2024-12,14,调味品3号,调味品,25.48,3,83.65
2024-12,14,个护6号,个护,34.11,2,67.01
2024-12,14,速食5号,速食,14.69,5,77.68
2024-12,14,饮料9号,饮料,32.66,5,164.68
2024-12,14,速食9号,速食,19.8,2,41.84
2024-12,14,零食13号,零食,30.71,4,133.49
2024-12,14,速食13号,速食,7.67,5,41.27
2024-12,14,日用品11号,日用品,31.24,5,156.77
2024-12,14,调味品5号,调味品,28.94,5,136.19
2024-12,15,速食10号,速食,13.45,3,41.1
2024-12,15,速食3号,速食,19.7,3,57.27
2024-12,15,零食11号,零食,54.32,2,100.54
2024-12,15,乳制品6号,乳制品,55.96,2,117.03
2024-12,15,速食6号,速食,49.22,1,48.61
2024-12,15,文具3号,文具,20.78,5,112.38
2024-12,15,文具9号,文具,31.66,4,128.5
2024-12,15,文具3号,文具,20.78,1,21.7
2024-12,15,饮料3号,饮料,18.07,4,76.74
2024-12,15,日用品3号,日用品,20.72,2,42.59
2024-12,15,速食1号,速食,12.93,1,14.11
2024-12,15,文具1号,文具,3.76,1,3.94
2024-12,15,饮料4号,饮料,9.61,3,28.84
2024-12,15,个护1号,个护,51.19,3,168.32
2024-12,15,调味品4号,调味品,8.44,5,40.98
2024-12,15,饮料10号,饮料,38.96,5,202.61
2024-12,15,速食8号,速食,36.57,1,35.04
2024-12,15,饮料10号,饮料,38.96,2,74.77
2024-12,15,个护8号,个护,20.58,5,108.89
2024-12,15,调味品13号,调味品,20.73,3,56.36
2024-12,15,调味品3号,调味品,25.48,3,69.39
2024-12,15,零食6号,零食,39.89,4,154.84
2024-12,15,饮料2号,饮料,29.35,1,30.87
2024-12,15,速食12号,速食,53.72,4,233.31
2024-12,15,速食5号,速食,14.69,3,47.36
2024-12,15,日用品11号,日用品,31.24,4,134.3
2024-12,15,日用品7号,日用品,10.83,1,10.84
2024-12,15,零食5号,零食,41.0,3,126.38
2024-12,15,日用品3号,日用品,20.72,4,90.07
2024-12,15,文具5号,文具,23.87,2,51.94
2024-12,15,日用品13号,日用品,40.49,4,160.45
2024-12,15,零食10号,零食,34.71,5,161.9
2024-12,15,乳制品6号,乳制品,55.96,2,121.35
2024-12,15,乳制品7号,乳制品,8.41,3,26.74
2024-12,15,文具12号,文具,25.87,4,107.8
2024-12,15,速食4号,速食,3.3,1,3.35
2024-12,15,调味品3号,调味品,25.48,3,71.78
2024-12,15,零食7号,零食,40.22,3,115.12
2024-12,15,日用品9号,日用品,16.49,4,60.06
2024-12,15,个护9号,个护,7.36,5,36.62
2024-12,15,速食2号,速食,16.52,2,30.37
2024-12,15,饮料5号,饮料,14.32,1,15.57
2024-12,15,零食12号,零食,23.18,4,101.77
2024-12,15,零食6号,零食,39.89,3,125.16
2024-12,15,调味品5号,调味品,28.94,4,110.7
2024-12,15,调味品4号,调味品,8.44,5,39.31
2024-12,15,速食7号,速食,58.91,2,124.65
2024-12,15,个护7号,个护,47.78,2,89.77
2024-12,15,日用品12号,日用品,51.99,5,272.59
2024-12,15,速食2号,速食,16.52,3,51.97
2024-12,15,调味品5号,调味品,28.94,4,114.18
2024-12,16,文具9号,文具,31.66,4,117.57
2024-12,16,速食1号,速食,12.93,5,66.69
2024-12,16,调味品4号,调味品,8.44,2,17.75
2024-12,16,速食10号,速食,13.45,5,67.17
2024-12,16,文具13号,文具,53.37,1,57.55
2024-12,16,速食11号,速食,27.55,2,57.9
2024-12,16,零食5号,零食,41.0,3,133.96
2024-12,16,乳制品3号,乳制品,4.23,1,4.22
2024-12,16,日用品8号,日用品,19.55,1,19.21
2024-12,16,饮料7号,饮料,42.03,3,126.96
2024-12,16,饮料1号,饮料,43.95,2,83.52
2024-12,16,日用品9号,日用品,16.49,1,15.8
2024-12,16,零食2号,零食,58.96,2,119.85
2024-12,16,乳制品3号,乳制品,4.23,1,3.91
2024-12,16,零食11号,零食,54.32,2,108.19
2024-12,16,调味品7号,调味品,57.03,2,108.8
2024-12,16,调味品5号,调味品,28.94,3,92.05
2024-12,16,饮料4号,饮料,9.61,2,18.98
2024-12,16,文具4号,文具,8.17,3,24.98
2024-12,16,零食2号,零食,58.96,2,110.3
2024-12,16,文具2号,文具,17.27,3,56.19
2024-12,16,个护10号,个护,27.95,5,134.97
2024-12,16,速食2号,速食,16.52,3,44.96
2024-12,16,零食13号,零食,30.71,4,110.6
2024-12,16,速食6号,速食,49.22,4,208.64
2024-12,16,日用品5号,日用品,40.97,1,37.83
2024-12,16,文具11号,文具,31.57,1,32.41
2024-12,16,调味品7号,调味品,57.03,3,159.02
2024-12,16,日用品13号,日用品,40.49,3,116.66
2024-12,16,个护10号,个护,27.95,5,129.24
2024-12,16,饮料8号,饮料,15.34,2,33.47
2024-12,16,零食11号,零食,54.32,2,110.11
2024-12,16,调味品12号,调味品,15.25,2,31.68
2024-12,16,文具4号,文具,8.17,3,26.08
2024-12,16,调味品7号,调味品,57.03,5,286.24
2024-12,16,日用品2号,日用品,53.81,1,51.61
2024-12,16,调味品5号,调味品,28.94,4,106.43
2024-12,16,饮料10号,饮料,38.96,5,176.7
2024-12,16,饮料11号,饮料,11.55,5,55.1
2024-12,16,零食3号,零食,5.65,2,11.72
2024-12,16,乳制品2号,乳制品,4.08,3,12.29
2024-12,17,日用品2号,日用品,53.81,4,223.68
2024-12,17,调味品1号,调味品,20.54,1,21.9
2024-12,17,调味品6号,调味品,25.33,4,97.67
2024-12,17,日用品4号,日用品,21.1,5,107.33
2024-12,17,饮料4号,饮料,9.61,1,10.49
2024-12,17,个护8号,个护,20.58,1,20.18
2024-12,17,饮料9号,饮料,32.66,1,30.98
2024-12,17,零食11号,零食,54.32,5,276.72
2024-12,17,个护13号,个护,58.62,5,269.83
2024-12,17,零食5号,零食,41.0,1,43.76
2024-12,17,零食4号,零食,27.36,1,25.48
2024-12,17,零食12号,零食,23.18,4,96.99
2024-12,17,文具11号,文具,31.57,4,126.48
2024-12,17,日用品8号,日用品,19.55,3,60.09
2024-12,17,日用品9号,日用品,16.49,3,47.84
2024-12,17,日用品12号,日用品,51.99,5,241.67
2024-12,17,饮料9号,饮料,32.66,1,31.58
2024-12,17,乳制品13号,乳制品,56.67,1,52.16
2024-12,17,调味品6号,调味品,25.33,2,45.74
2024-12,17,饮料13号,饮料,25.77,5,124.67
2024-12,17,乳制品6号,乳制品,55.96,1,60.5
2024-12,17,乳制品3号,乳制品,4.23,3,13.93
2024-12,17,文具3号,文具,20.78,1,21.2
2024-12,17,文具6号,文具,27.32,2,52.16
2024-12,17,乳制品1号,乳制品,46.73,5,252.13
2024-12,17,速食10号,速食,13.45,2,27.79
2024-12,17,调味品5号,调味品,28.94,5,135.95
2024-12,18,速食5号,速食,14.69,3,47.56
2024-12,18,零食9号,零食,52.4,1,55.87
2024-12,18,日用品8号,日用品,19.55,2,38.62
2024-12,18,个护6号,个护,34.11,1,37.39
2024-12,18,调味品13号,调味品,20.73,4,85.18
2024-12,18,日用品6号,日用品,45.43,5,213.38
2024-12,18,速食13号,速食,7.67,2,16.55
2024-12,18,饮料7号,饮料,42.03,3,118.77
2024-12,18,零食11号,零食,54.32,4,230.24
2024-12,18,速食13号,速食,7.67,4,30.19
2024-12,18,乳制品11号,乳制品,3.86,2,8.47
2024-12,18,日用品5号,日用品,40.97,3,120.71
2024-12,18,个护5号,个护,6.78,2,12.58
2024-12,18,调味品7号,调味品,57.03,5,296.93
2024-12,18,个护8号,个护,20.58,2,44.6
2024-12,18,饮料1号,饮料,43.95,1,44.67
2024-12,18,调味品3号,调味品,25.48,4,107.13
2024-12,18,调味品8号,调味品,27.89,3,79.15
2024-12,18,乳制品9号,乳制品,52.36,3,167.67
2024-12,18,饮料13号,饮料,25.77,2,48.03
2024-12,18,个护11号,个护,59.31,1,56.61
2024-12,18,调味品9号,调味品,33.95,1,30.57
2024-12,18,文具9号,文具,31.66,1,31.15
2024-12,18,个护6号,个护,34.11,1,32.59
2024-12,18,文具9号,文具,31.66,2,58.79
2024-12,18,乳制品13号,乳制品,56.67,1,57.98
2024-12,18,调味品3号,调味品,25.48,5,120.36
2024-12,18,零食4号,零食,27.36,1,28.79
2024-12,18,乳制品11号,乳制品,3.86,1,3.56
2024-12,18,调味品10号,调味品,36.69,1,37.07
2024-12,18,文具9号,文具,31.66,2,62.89
2024-12,18,日用品5号,日用品,40.97,5,205.16
2024-12,18,日用品6号,日用品,45.43,4,197.76
2024-12,18,文具4号,文具,8.17,2,16.11
2024-12,18,乳制品7号,乳制品,8.41,3,25.16
2024-12,19,乳制品10号,乳制品,8.89,4,33.31
2024-12,19,饮料4号,饮料,9.61,2,20.2
2024-12,19,个护3号,个护,53.72,1,58.02
2024-12,19,文具11号,文具,31.57,1,32.2
2024-12,19,乳制品4号,乳制品,41.35,5,221.69
2024-12,19,个护3号,个护,53.72,5,286.57
2024-12,19,饮料4号,饮料,9.61,3,26.42
2024-12,19,个护13号,个护,58.62,2,108.1
2024-12,19,个护3号,个护,53.72,5,262.74
2024-12,19,文具4号,文具,8.17,5,39.3
2024-12,19,日用品2号,日用品,53.81,2,112.69
2024-12,19,乳制品9号,乳制品,52.36,2,96.55
2024-12,19,个护11号,个护,59.31,4,233.35
2024-12,19,速食9号,速食,19.8,4,78.03
2024-12,19,文具9号,文具,31.66,4,123.03
2024-12,19,文具12号,文具,25.87,3,80.25
2024-12,19,调味品7号,调味品,57.03,2,102.77
2024-12,19,速食7号,速食,58.91,1,64.21
2024-12,19,个护11号,个护,59.31,4,215.58
2024-12,19,速食1号,速食,12.93,4,53.74
2024-12,19,乳制品6号,乳制品,55.96,2,106.8
2024-12,19,个护5号,个护,6.78,4,28.92
2024-12,19,文具13号,文具,53.37,2,97.46
2024-12,19,饮料7号,饮料,42.03,2,76.63
2024-12,19,日用品4号,日用品,21.1,1,19.42
2024-12,19,饮料1号,饮料,43.95,1,43.7
2024-12,19,日用品11号,日用品,31.24,1,33.18
2024-12,19,日用品13号,日用品,40.49,1,39.28
2024-12,19,日用品9号,日用品,16.49,3,50.36
2024-12,19,速食8号,速食,36.57,2,73.11
2024-12,19,文具7号,文具,11.7,1,11.0
2024-12,19,乳制品6号,乳制品,55.96,4,225.89
2024-12,19,调味品1号,调味品,20.54,5,103.11
2024-12,19,日用品12号,日用品,51.99,3,168.46
2024-12,19,零食11号,零食,54.32,2,99.37
2024-12,19,个护12号,个护,21.5,4,93.94
2024-12,19,速食12号,速食,53.72,4,229.49
2024-12,19,日用品13号,日用品,40.49,1,39.72
2024-12,19,文具4号,文具,8.17,3,23.79
2024-12,19,个护11号,个护,59.31,3,184.95
2024-12,19,日用品11号,日用品,31.24,1,28.66
2024-12,20,零食3号,零食,5.65,4,22.95
2024-12,20,个护8号,个护,20.58,5,99.91
2024-12,20,日用品4号,日用品,21.1,2,39.64
2024-12,20,日用品13号,日用品,40.49,1,37.93
2024-12,20,个护10号,个护,27.95,1,29.94
2024-12,20,文具7号,文具,11.7,4,49.47
2024-12,20,日用品7号,日用品,10.83,3,30.61
2024-12,20,饮料3号,饮料,18.07,4,69.4
2024-12,20,文具1号,文具,3.76,2,7.83
2024-12,20,饮料6号,饮料,37.01,2,69.63
2024-12,20,个护8号,个护,20.58,5,112.84
2024-12,20,文具2号,文具,17.27,4,70.72
2024-12,20,日用品13号,日用品,40.49,2,74.18
2024-12,20,饮料9号,饮料,32.66,4,129.2
2024-12,20,文具3号,文具,20.78,1,21.04
2024-12,20,文具8号,文具,11.93,1,10.96
2024-12,20,个护13号,个护,58.62,4,214.28
2024-12,20,零食8号,零食,44.44,3,125.91
2024-12,20,饮料3号,饮料,18.07,1,16.64
2024-12,20,零食5号,零食,41.0,1,37.82
2024-12,20,日用品1号,日用品,40.93,4,175.78
2024-12,20,速食13号,速食,7.67,2,14.37
2024-12,20,速食12号,速食,53.72,5,294.15
2024-12,20,饮料2号,饮料,29.35,5,148.14
2024-12,20,零食2号,零食,58.96,5,317.98
2024-12,20,个护11号,个护,59.31,4,258.21
2024-12,20,调味品10号,调味品,36.69,2,67.4
2024-12,20,日用品2号,日用品,53.81,2,108.8
2024-12,20,速食5号,速食,14.69,3,43.92
2024-12,20,个护9号,个护,7.36,4,31.62
2024-12,20,日用品13号,日用品,40.49,1,39.68
2024-12,20,个护8号,个护,20.58,5,108.95
2024-12,20,乳制品2号,乳制品,4.08,1,4.24
2024-12,20,乳制品12号,乳制品,28.99,4,105.48
2024-12,20,零食13号,零食,30.71,4,115.84
2024-12,20,乳制品10号,乳制品,8.89,4,37.0
2024-12,20,日用品2号,日用品,53.81,5,251.61
2024-12,21,零食7号,零食,40.22,4,171.17
2024-12,21,饮料5号,饮料,14.32,3,42.22
2024-12,21,零食5号,零食,41.0,4,150.75
2024-12,21,文具7号,文具,11.7,5,55.94
2024-12,21,个护11号,个护,59.31,1,64.27
2024-12,21,调味品8号,调味品,27.89,1,26.55
2024-12,21,文具5号,文具,23.87,2,50.41
2024-12,21,调味品7号,调味品,57.03,3,170.73
2024-12,21,调味品13号,调味品,20.73,1,19.66
2024-12,21,日用品1号,日用品,40.93,5,204.77
2024-12,21,零食3号,零食,5.65,3,16.56
2024-12,21,文具7号,文具,11.7,4,45.94
2024-12,21,调味品1号,调味品,20.54,3,55.48
2024-12,21,速食13号,速食,7.67,5,39.05
2024-12,21,零食3号,零食,5.65,5,25.66
2024-12,21,乳制品4号,乳制品,41.35,5,208.04
2024-12,21,文具7号,文具,11.7,2,21.42
2024-12,21,饮料12号,饮料,55.1,2,119.23
2024-12,21,日用品4号,日用品,21.1,4,84.8
2024-12,21,个护13号,个护,58.62,1,59.04
2024-12,21,调味品4号,调味品,8.44,5,38.46
2024-12,21,饮料12号,饮料,55.1,3,180.78
2024-12,21,日用品6号,日用品,45.43,2,88.41
2024-12,21,饮料3号,饮料,18.07,2,35.25
2024-12,21,个护2号,个护,15.48,1,16.31
2024-12,21,日用品8号,日用品,19.55,5,95.17
2024-12,21,乳制品6号,乳制品,55.96,1,52.31
2024-12,21,饮料7号,饮料,42.03,1,39.39
2024-12,21,乳制品2号,乳制品,4.08,2,8.75
2024-12,21,速食4号,速食,3.3,3,10.0
2024-12,21,个护5号,个护,6.78,5,35.37
2024-12,21,文具5号,文具,23.87,4,89.36
2024-12,21,乳制品7号,乳制品,8.41,1,7.88
2024-12,21,调味品9号,调味品,33.95,5,178.53
2024-12,21,速食13号,速食,7.67,2,16.57
2024-12,21,文具1号,文具,3.76,2,6.8
2024-12,21,饮料4号,饮料,9.61,2,18.65
2024-12,21,零食4号,零食,27.36,3,88.78
2024-12,21,饮料2号,饮料,29.35,2,62.3
2024-12,21,乳制品12号,乳制品,28.99,4,114.99
2024-12,21,文具8号,文具,11.93,3,33.16
2024-12,21,个护2号,个护,15.48,3,43.35
2024-12,21,饮料12号,饮料,55.1,2,103.26
2024-12,21,零食2号,零食,58.96,3,165.51
2024-12,21,调味品7号,调味品,57.03,1,52.01
2024-12,21,文具9号,文具,31.66,1,33.16
2024-12,21,速食6号,速食,49.22,5,267.02
2024-12,21,速食8号,速食,36.57,2,68.31
2024-12,21,饮料2号,饮料,29.35,4,112.22
2024-12,21,零食10号,零食,34.71,1,36.38
2024-12,21,日用品10号,日用品,38.95,1,37.59
2024-12,21,乳制品1号,乳制品,46.73,3,130.46
2024-12,21,饮料9号,饮料,32.66,1,29.46
2024-12,21,速食4号,速食,3.3,5,15.24
2024-12,21,文具8号,文具,11.93,5,65.02
2024-12,21,速食4号,速食,3.3,2,6.54
2024-12,21,饮料9号,饮料,32.66,1,31.21
2024-12,21,个护4号,个护,33.06,1,36.23
2024-12,21,文具2号,文具,17.27,3,55.43
2024-12,22,饮料3号,饮料,18.07,3,51.02
2024-12,22,调味品3号,调味品,25.48,3,74.05
2024-12,22,文具9号,文具,31.66,4,121.22
2024-12,22,文具13号,文具,53.37,5,247.6
2024-12,22,日用品5号,日用品,40.97,5,219.76
2024-12,22,调味品5号,调味品,28.94,5,134.51
2024-12,22,日用品13号,日用品,40.49,1,41.53
2024-12,22,调味品2号,调味品,32.7,1,32.81
2024-12,22,调味品1号,调味品,20.54,3,67.47
2024-12,22,乳制品3号,乳制品,4.23,4,16.59
2024-12,22,日用品1号,日用品,40.93,1,37.19
2024-12,22,文具11号,文具,31.57,1,29.7
2024-12,22,饮料10号,饮料,38.96,2,84.64
2024-12,22,饮料13号,饮料,25.77,2,53.26
2024-12,22,速食4号,速食,3.3,3,9.73
2024-12,22,文具12号,文具,25.87,2,52.08
2024-12,22,文具7号,文具,11.7,2,21.93
2024-12,22,日用品4号,日用品,21.1,2,44.99
2024-12,22,饮料3号,饮料,18.07,3,52.79
2024-12,22,速食13号,速食,7.67,2,16.32
2024-12,22,零食9号,零食,52.4,2,99.57
2024-12,22,个护6号,个护,34.11,1,35.41
2024-12,22,速食8号,速食,36.57,5,190.42
2024-12,22,饮料11号,饮料,11.55,1,10.53
2024-12,22,饮料12号,饮料,55.1,5,284.17
2024-12,22,饮料9号,饮料,32.66,2,71.76
2024-12,22,零食11号,零食,54.32,3,170.45
2024-12,22,速食6号,速食,49.22,2,107.56
2024-12,22,调味品1号,调味品,20.54,2,43.99
2024-12,22,乳制品3号,乳制品,4.23,1,4.51
2024-12,22,零食6号,零食,39.89,5,213.2
2024-12,22,文具8号,文具,11.93,3,32.93
2024-12,22,零食8号,零食,44.44,3,129.71
2024-12,22,乳制品3号,乳制品,4.23,5,22.57
2024-12,22,调味品9号,调味品,33.95,3,111.59
2024-12,22,乳制品2号,乳制品,4.08,2,8.64
2024-12,22,个护10号,个护,27.95,4,111.13
2024-12,22,调味品7号,调味品,57.03,5,301.65
2024-12,22,调味品3号,调味品,25.48,5,135.72
2024-12,22,乳制品1号,乳制品,46.73,5,253.75
2024-12,23,调味品8号,调味品,27.89,2,50.51
2024-12,23,零食1号,零食,45.66,1,46.8
2024-12,23,文具9号,文具,31.66,4,117.2
2024-12,23,零食2号,零食,58.96,1,57.31
2024-12,23,速食5号,速食,14.69,4,59.58
2024-12,23,速食7号,速食,58.91,3,192.69
2024-12,23,速食9号,速食,19.8,1,19.18
2024-12,23,饮料4号,饮料,9.61,5,51.85
2024-12,23,乳制品11号,乳制品,3.86,5,20.37
2024-12,23,调味品11号,调味品,58.26,2,116.81
2024-12,23,个护9号,个护,7.36,2,14.91
2024-12,23,零食5号,零食,41.0,4,159.2
2024-12,23,零食9号,零食,52.4,4,223.07
2024-12,23,日用品1号,日用品,40.93,1,42.63
2024-12,23,零食2号,零食,58.96,4,231.96
2024-12,23,日用品10号,日用品,38.95,4,155.85
2024-12,23,调味品12号,调味品,15.25,1,14.51
2024-12,23,零食2号,零食,58.96,1,61.32
2024-12,23,速食7号,速食,58.91,1,57.89
2024-12,23,文具4号,文具,8.17,5,42.77
2024-12,23,调味品2号,调味品,32.7,2,70.0
2024-12,23,乳制品12号,乳制品,28.99,4,116.05
2024-12,23,日用品2号,日用品,53.81,2,114.03
2024-12,23,文具11号,文具,31.57,5,143.88
2024-12,23,速食12号,速食,53.72,2,113.76
2024-12,23,调味品5号,调味品,28.94,4,115.16
2024-12,23,个护12号,个护,21.5,1,23.0
